car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Mahindra KUV,Mahindra,KUV,5.0,41256.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,449000.0
Mahindra KUV,Mahindra,KUV,5.0,42800.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,485000.0
Mahindra KUV,Mahindra,KUV,5.0,11800.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,450000.0
Mahindra KUV,Mahindra,KUV,5.0,20200.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,435000.0
Mahindra KUV,Mahindra,KUV,5.0,87000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,450000.0
Mahindra KUV,Mahindra,KUV,5.0,30000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,580000.0
Mahindra KUV,Mahindra,KUV,5.0,65000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,345000.0
Mahindra KUV,Mahindra,KUV,5.0,96330.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,475000.0
Mahindra KUV,Mahindra,KUV,5.0,26026.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,400000.0
Mahindra KUV,Mahindra,KUV,5.0,68000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,400000.0
Mahindra KUV,Mahindra,KUV,5.0,25000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,400000.0
Mahindra KUV,Mahindra,KUV,5.0,72000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,475000.0
Mahindra KUV,Mahindra,KUV,5.0,21000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,425000.0
Mahindra KUV,Mahindra,KUV,5.0,50000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,550000.0
Mahindra KUV,Mahindra,KUV,5.0,57589.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,551000.0
Mahindra KUV,Mahindra,KUV,5.0,72643.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,475000.0
Mahindra KUV,Mahindra,KUV,5.0,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,310000.0
Mahindra KUV,Mahindra,KUV,5.0,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,350000.0
Mahindra KUV,Mahindra,KUV,5.0,30000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,450000.0
Mahindra KUV,Mahindra,KUV,5.0,30000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,475000.0
Mahindra KUV,Mahindra,KUV,5.0,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,350000.0
Mahindra KUV,Mahindra,KUV,4.0,64000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,390000.0
Mahindra KUV,Mahindra,KUV,5.0,30000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,350000.0
Mahindra KUV,Mahindra,KUV,5.0,87500.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,350000.0
Mahindra KUV,Mahindra,KUV,5.0,35000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,700000.0
Mahindra KUV,Mahindra,KUV,5.0,80000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,380000.0
Mahindra KUV,Mahindra,KUV,5.0,40000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,450000.0
Mahindra KUV,Mahindra,KUV,4.0,100000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,5.0,450000.0
Mahindra KUV,Mahindra,KUV,5.0,25000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,470000.0
Mahindra KUV,Mahindra,KUV,4.0,5000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,550000.0
Mahindra KUV,Mahindra,KUV,5.0,43405.0,Trustmark Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,475000.0
Mahindra KUV100,Mahindra,KUV100,4.0,50000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,490000.0
Mahindra KUV100,Mahindra,KUV100,4.0,15000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,570000.0
Mahindra KUV100,Mahindra,KUV100,5.0,51630.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,245000.0
Mahindra KUV100,Mahindra,KUV100,3.0,50000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,555000.0
Mahindra KUV100,Mahindra,KUV100,5.0,40000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,485000.0
Mahindra KUV100,Mahindra,KUV100,2.0,17000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,600000.0
Mahindra KUV100,Mahindra,KUV100,3.0,35000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,786000.0
Mahindra KUV100,Mahindra,KUV100,1.0,35000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,786000.0
Mahindra KUV100,Mahindra,KUV100,3.0,23000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,710000.0
Mahindra KUV100,Mahindra,KUV100,1.0,35000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,700000.0
Mahindra KUV100,Mahindra,KUV100,3.0,80000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,450000.0
Mahindra KUV100,Mahindra,KUV100,2.0,5000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,700000.0
Mahindra KUV100,Mahindra,KUV100,3.0,40000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,5.0,680000.0
Mahindra KUV100,Mahindra,KUV100,3.0,15000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,500000.0
Mahindra KUV100,Mahindra,KUV100,3.0,30000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,500000.0
Honda City,Honda,City,14.0,77253.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,145000.0
Honda City,Honda,City,13.0,75000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,190000.0
Honda City,Honda,City,14.0,85000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,175000.0
Honda City,Honda,City,14.0,62683.0,Dealer,Petrol,Automatic,16.4,1497.0,78.0,5.0,225000.0
Honda City,Honda,City,14.0,58641.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,195000.0
Honda City,Honda,City,13.0,90046.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,185000.0
Honda City,Honda,City,13.0,70000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,235000.0
Honda City,Honda,City,15.0,31000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,180000.0
Honda City,Honda,City,13.0,71441.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,327000.0
Honda City,Honda,City,13.0,46252.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,225000.0
Honda City,Honda,City,14.0,75075.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,200000.0
Honda City,Honda,City,14.0,42000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,165000.0
Honda City,Honda,City,14.0,70000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,180000.0
Honda City,Honda,City,15.0,55000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,120000.0
Honda City,Honda,City,13.0,62000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,200000.0
Honda City,Honda,City,15.0,89500.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,249000.0
Honda City,Honda,City,14.0,65000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,110000.0
Honda City,Honda,City,15.0,89000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,135000.0
Honda City,Honda,City,14.0,70000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,350000.0
Honda City,Honda,City,15.0,89000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,113000.0
Honda City,Honda,City,13.0,100000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,225000.0
Honda City,Honda,City,14.0,146000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,125000.0
Honda City,Honda,City,15.0,40000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,300000.0
Honda City,Honda,City,13.0,100000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,200000.0
Honda City,Honda,City,15.0,50000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,300000.0
Honda City,Honda,City,14.0,80000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,115000.0
Honda City,Honda,City,15.0,120000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,200000.0
Honda City,Honda,City,13.0,120000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,400000.0
Honda City,Honda,City,13.0,122671.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,140000.0
Honda City,Honda,City,13.0,120000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,130000.0
Honda City,Honda,City,13.0,130000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,140000.0
Honda Amaze,Honda,Amaze,3.0,69000.0,Dealer,Diesel,Automatic,23.8,1498.0,78.9,5.0,860000.0
Honda Amaze,Honda,Amaze,2.0,11000.0,Dealer,Diesel,Automatic,23.8,1498.0,78.9,5.0,900000.0
Honda Amaze,Honda,Amaze,2.0,68000.0,Dealer,Diesel,Automatic,21.0,1498.0,78.9,5.0,800000.0
Honda Amaze,Honda,Amaze,2.0,13000.0,Dealer,Diesel,Automatic,21.0,1498.0,78.9,5.0,930000.0
Honda Amaze,Honda,Amaze,3.0,17716.0,Dealer,Diesel,Automatic,23.8,1498.0,78.9,5.0,880000.0
Honda Amaze,Honda,Amaze,3.0,3919.0,Dealer,Diesel,Automatic,23.8,1498.0,78.9,5.0,895000.0
Honda Amaze,Honda,Amaze,2.0,10000.0,Individual,Diesel,Automatic,23.8,1498.0,78.9,5.0,795000.0
Honda Amaze,Honda,Amaze,3.0,40000.0,Individual,Diesel,Automatic,23.8,1498.0,78.9,5.0,765000.0
Honda Amaze,Honda,Amaze,2.0,23950.0,Individual,Diesel,Automatic,23.8,1498.0,78.9,5.0,780000.0
Hyundai i10,Hyundai,i10,8.0,40000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,315000.0
Hyundai i10,Hyundai,i10,9.0,110699.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,194000.0
Hyundai i10,Hyundai,i10,10.0,58000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,190000.0
Hyundai i10,Hyundai,i10,10.0,29000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,235000.0
Hyundai i10,Hyundai,i10,5.0,47000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,365000.0
Hyundai i10,Hyundai,i10,10.0,80000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,225000.0
Hyundai i10,Hyundai,i10,10.0,47000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,195000.0
Hyundai i10,Hyundai,i10,11.0,35000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,190000.0
Hyundai i10,Hyundai,i10,11.0,77739.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,290000.0
Hyundai i10,Hyundai,i10,12.0,57800.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,255000.0
Hyundai i10,Hyundai,i10,7.0,73000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,345000.0
Hyundai i10,Hyundai,i10,8.0,27562.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,360000.0
Hyundai i10,Hyundai,i10,9.0,30448.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,288000.0
Hyundai i10,Hyundai,i10,10.0,102000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,285000.0
Hyundai i10,Hyundai,i10,9.0,37590.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,370000.0
Hyundai i10,Hyundai,i10,10.0,82000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,320000.0
Hyundai i10,Hyundai,i10,9.0,50000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,311000.0
Hyundai i10,Hyundai,i10,8.0,34579.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,295000.0
Hyundai i10,Hyundai,i10,8.0,42000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,360000.0
Hyundai i10,Hyundai,i10,8.0,20000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,375000.0
Hyundai i10,Hyundai,i10,11.0,77000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,255000.0
Hyundai i10,Hyundai,i10,10.0,63000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,230000.0
Hyundai i10,Hyundai,i10,9.0,40000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,335000.0
Hyundai i10,Hyundai,i10,8.0,38100.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,340000.0
Hyundai i10,Hyundai,i10,10.0,58000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,270000.0
Hyundai i10,Hyundai,i10,11.0,35000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,235000.0
Hyundai i10,Hyundai,i10,12.0,73000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,190000.0
Hyundai i10,Hyundai,i10,11.0,72000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,211000.0
Hyundai i10,Hyundai,i10,6.0,12450.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,395000.0
Hyundai i10,Hyundai,i10,5.0,67817.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,465000.0
Hyundai i10,Hyundai,i10,10.0,94000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,355000.0
Hyundai i10,Hyundai,i10,9.0,68000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,370000.0
Hyundai i10,Hyundai,i10,11.0,90000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,275000.0
Hyundai i10,Hyundai,i10,10.0,82000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,285000.0
Hyundai i10,Hyundai,i10,9.0,63000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,355000.0
Hyundai i10,Hyundai,i10,9.0,54943.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,280000.0
Hyundai i10,Hyundai,i10,11.0,52221.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,320000.0
Hyundai i10,Hyundai,i10,11.0,76602.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,320000.0
Hyundai i10,Hyundai,i10,12.0,18000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,330000.0
Hyundai i10,Hyundai,i10,13.0,82000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,185000.0
Hyundai i10,Hyundai,i10,7.0,57723.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,350000.0
Hyundai i10,Hyundai,i10,10.0,50000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,300000.0
Hyundai i10,Hyundai,i10,14.0,97000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,245000.0
Hyundai i10,Hyundai,i10,11.0,78000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,230000.0
Hyundai i10,Hyundai,i10,13.0,64684.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,275000.0
Hyundai i10,Hyundai,i10,10.0,78000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,365000.0
Hyundai i10,Hyundai,i10,12.0,59740.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,230000.0
Hyundai i10,Hyundai,i10,11.0,48216.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,350000.0
Hyundai i10,Hyundai,i10,11.0,69000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,300000.0
Hyundai i10,Hyundai,i10,12.0,56700.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,245000.0
Hyundai i10,Hyundai,i10,6.0,21000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,365000.0
Hyundai i10,Hyundai,i10,11.0,56000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,375000.0
Hyundai i10,Hyundai,i10,10.0,66000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,285000.0
Hyundai i10,Hyundai,i10,11.0,50000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,350000.0
Hyundai i10,Hyundai,i10,9.0,36834.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,365000.0
Hyundai i10,Hyundai,i10,6.0,36977.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,422000.0
Hyundai i10,Hyundai,i10,11.0,54886.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,250000.0
Hyundai i10,Hyundai,i10,9.0,65253.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,380000.0
Hyundai i10,Hyundai,i10,12.0,61171.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,290000.0
Hyundai i10,Hyundai,i10,7.0,89800.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,275000.0
Hyundai i10,Hyundai,i10,11.0,90000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,275000.0
Hyundai i10,Hyundai,i10,11.0,70000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,290000.0
Hyundai i10,Hyundai,i10,9.0,69900.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,395000.0
Hyundai i10,Hyundai,i10,9.0,57001.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,404000.0
Hyundai i10,Hyundai,i10,5.0,34355.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,455000.0
Hyundai i10,Hyundai,i10,11.0,52000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,280000.0
Hyundai i10,Hyundai,i10,10.0,50038.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,300000.0
Hyundai i10,Hyundai,i10,5.0,32886.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,449000.0
Hyundai i10,Hyundai,i10,11.0,74000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,255000.0
Hyundai i10,Hyundai,i10,10.0,75000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,345000.0
Hyundai i10,Hyundai,i10,10.0,94000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,365000.0
Hyundai i10,Hyundai,i10,10.0,67000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,295000.0
Hyundai i10,Hyundai,i10,9.0,57390.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,382000.0
Hyundai i10,Hyundai,i10,12.0,79497.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,275000.0
Hyundai i10,Hyundai,i10,8.0,67000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,429000.0
Hyundai i10,Hyundai,i10,10.0,67000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,325000.0
Hyundai i10,Hyundai,i10,11.0,64616.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,310000.0
Hyundai i10,Hyundai,i10,6.0,33421.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,350000.0
Hyundai i10,Hyundai,i10,7.0,36000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,345000.0
Hyundai i10,Hyundai,i10,10.0,63000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,320000.0
Hyundai i10,Hyundai,i10,5.0,28300.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,468000.0
Hyundai i10,Hyundai,i10,10.0,66084.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,343000.0
Hyundai i10,Hyundai,i10,5.0,61450.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,430000.0
Hyundai i10,Hyundai,i10,11.0,67000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,320000.0
Hyundai i10,Hyundai,i10,12.0,52473.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,338000.0
Hyundai i10,Hyundai,i10,14.0,78000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,225000.0
Hyundai i10,Hyundai,i10,9.0,70000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,250000.0
Hyundai i10,Hyundai,i10,8.0,72000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,315000.0
Hyundai i10,Hyundai,i10,9.0,46100.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,270000.0
Hyundai i10,Hyundai,i10,9.0,56468.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,268000.0
Hyundai i10,Hyundai,i10,9.0,38452.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,219000.0
Hyundai i10,Hyundai,i10,9.0,35000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,245000.0
Hyundai i10,Hyundai,i10,8.0,52000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,235000.0
Hyundai i10,Hyundai,i10,9.0,42000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,229000.0
Hyundai i10,Hyundai,i10,11.0,57726.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,235000.0
Hyundai i10,Hyundai,i10,6.0,48429.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,315000.0
Hyundai i10,Hyundai,i10,10.0,43785.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,210000.0
Hyundai i10,Hyundai,i10,9.0,13000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,340000.0
Hyundai i10,Hyundai,i10,9.0,35800.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,265000.0
Hyundai i10,Hyundai,i10,8.0,47000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,250000.0
Hyundai i10,Hyundai,i10,8.0,50000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,285000.0
Hyundai i10,Hyundai,i10,8.0,75174.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,345000.0
Hyundai i10,Hyundai,i10,11.0,31000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,210000.0
Hyundai i10,Hyundai,i10,9.0,45160.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,250000.0
Hyundai i10,Hyundai,i10,8.0,61500.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,370000.0
Hyundai i10,Hyundai,i10,10.0,74953.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,145000.0
Hyundai i10,Hyundai,i10,11.0,35000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,199000.0
Hyundai i10,Hyundai,i10,12.0,92000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,160000.0
Hyundai i10,Hyundai,i10,10.0,66000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,210000.0
Hyundai i10,Hyundai,i10,7.0,55000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,360000.0
Hyundai i10,Hyundai,i10,9.0,47000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,300000.0
Hyundai i10,Hyundai,i10,9.0,73500.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,240000.0
Hyundai i10,Hyundai,i10,9.0,50000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,240000.0
Hyundai i10,Hyundai,i10,12.0,97341.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,165000.0
Hyundai i10,Hyundai,i10,10.0,64000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,235000.0
Hyundai i10,Hyundai,i10,8.0,68000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,270000.0
Hyundai i10,Hyundai,i10,10.0,62000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,199000.0
Hyundai i10,Hyundai,i10,10.0,61000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,260000.0
Hyundai i10,Hyundai,i10,7.0,38000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,365000.0
Hyundai i10,Hyundai,i10,10.0,55000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,200000.0
Hyundai i10,Hyundai,i10,11.0,48000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,225000.0
Hyundai i10,Hyundai,i10,10.0,80292.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,200000.0
Hyundai i10,Hyundai,i10,8.0,45000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,290000.0
Hyundai i10,Hyundai,i10,7.0,62000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,310000.0
Hyundai i10,Hyundai,i10,9.0,65000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,235000.0
Hyundai i10,Hyundai,i10,11.0,45000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,190000.0
Hyundai i10,Hyundai,i10,10.0,58000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,210000.0
Hyundai i10,Hyundai,i10,10.0,63155.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,220000.0
Hyundai i10,Hyundai,i10,9.0,65000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,240000.0
Hyundai i10,Hyundai,i10,9.0,72000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,240000.0
Hyundai i10,Hyundai,i10,10.0,82110.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,265000.0
Hyundai i10,Hyundai,i10,8.0,32545.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,325000.0
Hyundai i10,Hyundai,i10,7.0,96000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,385000.0
Hyundai i10,Hyundai,i10,11.0,44400.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,325000.0
Hyundai i10,Hyundai,i10,12.0,95721.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,300000.0
Hyundai i10,Hyundai,i10,10.0,82000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,375000.0
Hyundai i10,Hyundai,i10,10.0,55845.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,350000.0
Hyundai i10,Hyundai,i10,11.0,60000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,375000.0
Hyundai i10,Hyundai,i10,8.0,94952.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,395000.0
Hyundai i10,Hyundai,i10,7.0,63000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,295000.0
